Min.,1st Qu.,Median,Mean,3rd Qu.,Max.,cluster,Method
-0.028856362802978177,-0.002202129584769414,0.0021673308093189967,0.002700306237248589,0.006925899565840448,0.03494955019575814,Batch,JIVE
-0.0292432559678368,-0.00333330616471762,0.0014247226438299353,0.002070188696035455,0.006470719413309181,0.03307369176754362,Batch,JIVE
-0.02795658854772989,-0.001971344708236422,0.002397241326343118,0.002926740292449533,0.007407810149466619,0.03779636935272732,Batch,JIVE
-0.03317002677428153,-0.0037766993106593035,0.004584404205400112,0.0038826014345362805,0.010185663678646718,0.03659316286739768,Batch,JIVE
-0.029896115140926667,-0.004345033694473678,8.712712003115498e-4,0.0016663240944898578,0.007178693856779518,0.03167832651757388,Batch,JIVE
-0.02596258537231291,-0.0027079991428153255,0.002203859200103402,0.0029283181317913327,0.008118159370468512,0.04012417261977501,Batch,JIVE
-0.03037290772711063,-0.0020617357950578163,0.0020649012810157372,0.0025926190574605086,0.006743360810525502,0.03486712897433786,Batch,JIVE
-0.025622833613847873,-0.008745263808684896,-0.00061471276695949375,0.0012222635288191698,0.011265338973425566,0.03676488382671379,Batch,JIVE
-0.036673588724988694,-0.0026333075646146047,0.0018304686613620279,0.0024697061081960818,0.0067851555913586645,0.03662820062349054,Batch,JIVE
-0.0284140518366646,-0.0027381422166844415,0.001890207194739161,0.0024866530767798257,0.007144610442635866,0.03461705640412452,Batch,JIVE
-0.029915652633408993,-0.002857827073729558,0.0020590110450033894,0.0025427485395792078,0.007794789970971797,0.03445992803443989,Batch,JIVE
-0.03615182235856704,-0.0028187077776224956,0.00373854737857457,0.003679991141939287,0.010183630066016629,0.0394057835238537,Batch,JIVE
-0.02929178100861531,-0.0024336906198632307,0.002597193929593365,0.0030645828156377576,0.007562068448631566,0.03836329384288397,Batch,JIVE
-0.027770017816550648,-0.00202800951215963,0.001796116562392175,0.0023941032457914474,0.0061823838357366505,0.032375619821310486,Batch,JIVE
-0.03536943304745224,-0.0018075222945577642,0.0027250179861511865,0.00300779317442808,0.007060327195966278,0.03650068064682651,Batch,JIVE
-0.031284918572136576,-0.0018345857463376283,0.0019438117380517201,0.0024949151393529466,0.005903908282746402,0.0344032195456766,Batch,JIVE
-0.03689348627514175,-0.0020870311375474153,0.003156461111056496,0.0033651036569634996,0.008070970795085858,0.03908444404470872,Batch,JIVE
-0.028453159614428528,-0.0020403152783921934,0.0025318751198235407,0.0031714129689562665,0.00755053410668396,0.03608928515211565,Batch,JIVE
-0.030501194854952954,-0.0015591986748583113,0.002921606317995448,0.0031310050322439237,0.0072160762605903,0.0347157437284639,Batch,JIVE
-0.030891019879076227,-0.0029065239847418287,0.0013865690586334159,0.0022443735191171447,0.0063727429459072334,0.0337523157350457,Batch,JIVE
-0.050618825929667495,-0.02375186536124914,-0.007210800601723311,-0.010325586577879003,0.0013296399886855818,0.032736876022657346,Group,JIVE
-0.056075805230691424,-0.02476383505237139,-0.007314668149445914,-0.010986361847777097,0.0017248207223170072,0.03450305989889901,Group,JIVE
-0.05816256746420756,-0.025646023147100093,-0.009667709373923828,-0.011536367744694572,0.0017100989968619753,0.026275355465601162,Group,JIVE
-0.056181270842829645,-0.02640552684009053,-0.011320886324433408,-0.01250616537363244,0.0021697612797675807,0.025350431391830183,Group,JIVE
-0.04889317247924225,-0.023366209280875707,-0.007204146562137149,-0.010071555280198333,0.0018792458546823877,0.02858705463010261,Group,JIVE
-0.04607043209175488,-0.02161488815450596,-0.006813168108699063,-0.009512392801894847,0.002594485205934506,0.029633460497904045,Group,JIVE
-0.063537414257913,-0.029596218727266824,-0.011087676417770956,-0.013367712620514673,0.0017721839794485141,0.029229486987554655,Group,JIVE
-0.055129857715829234,-0.02632578724206798,-0.009228987715884769,-0.011863829216182847,0.0015339651587427624,0.03543350385237346,Group,JIVE
-0.048264626371926446,-0.02336074890968039,-0.007080738630038706,-0.010238378918705847,0.0013529571278890016,0.027435456724805726,Group,JIVE
-0.05456315069443516,-0.024391092140200805,-0.007532766278424675,-0.011383962778680813,8.820891138954348e-4,0.03596914742755244,Group,JIVE
-0.054048302546037603,-0.026134135780172377,-0.008165302146555855,-0.011207344429184692,0.0025117319285228763,0.030139757256413244,Group,JIVE
-0.04641160490086925,-0.020002039451952214,-0.005638371810575017,-0.00922880174453114,6.399016820234844e-4,0.03650984948947651,Group,JIVE
-0.0658694257834143,-0.02636166729193653,-0.011862163868213786,-0.012083769715920565,0.0031634478496887775,0.03239957120827397,Group,JIVE
-0.053975374890192516,-0.02520326667846276,-0.0070942547408496745,-0.011221443322503941,0.001522497055623043,0.02725295193069503,Group,JIVE
-0.0551792971294133,-0.027783896942961295,-0.013926321129464434,-0.012319034867911208,0.0063174514650897184,0.02837014098913336,Group,JIVE
-0.055734428705199,-0.027292211515865333,-0.009430932733675719,-0.012177395494915887,0.002241270607766836,0.03367025563298536,Group,JIVE
-0.052360555884449794,-0.024211845389990723,-0.007337897136348181,-0.011237594169130432,8.698859707109883e-4,0.03022260166508962,Group,JIVE
-0.05090368075540954,-0.023243024010508366,-0.008888881401273507,-0.01082420755346935,0.0014283329671816718,0.031408425793050365,Group,JIVE
-0.05824663121727769,-0.028428492478814696,-0.009903929905511838,-0.012575890558635961,0.0021840149152292966,0.02394441154868953,Group,JIVE
-0.05793555532695374,-0.02528369956805867,-0.007823843347272149,-0.011231011030550655,0.0018034803391215933,0.026375031020018223,Group,JIVE
