Label,LISI,Method
Batch,1.7058168079585696,JIVE
Cluster,1.9894531997150744,JIVE
Batch,1.8214743848419823,JIVE
Cluster,1.356630060341621,JIVE
Batch,1.4366479676093873,JIVE
Cluster,1.3831100591336705,JIVE
Batch,1.6023077251007976,JIVE
Cluster,1.4056748274364732,JIVE
Batch,1.7160952487599013,JIVE
Cluster,1.4018864120428656,JIVE
Batch,1.6460340656820898,JIVE
Cluster,1.2868991048389906,JIVE
Batch,1.8316533090771858,JIVE
Cluster,1.9998803806327603,JIVE
Batch,1.7782435047470115,JIVE
Cluster,1.5832843208180682,JIVE
Batch,1.5755167732898456,JIVE
Cluster,1.6249062170385549,JIVE
Batch,1.9971658275958113,JIVE
Cluster,1.4720654618038667,JIVE
Batch,1.645876583237264,JIVE
Cluster,1.431931689023597,JIVE
Batch,1.7203567056331537,JIVE
Cluster,1.6538991875560205,JIVE
Batch,1.9786059280874397,JIVE
Cluster,1.7787771777355033,JIVE
Batch,1.5527454292668754,JIVE
Cluster,1.8270803980712282,JIVE
Batch,1.834365900279984,JIVE
Cluster,1.743683263394714,JIVE
Batch,1.9999249009676212,JIVE
Cluster,1.5223615064547258,JIVE
Batch,1.9103748317932177,JIVE
Cluster,1.67933716433552,JIVE
Batch,1.8271679257689506,JIVE
Cluster,1.6493486388072032,JIVE
Batch,1.8808787986701392,JIVE
Cluster,1.7049578758268653,JIVE
Batch,1.2565832343971057,JIVE
Cluster,1.6681221201895249,JIVE
Batch,1.9771220334786548,JIVE
Cluster,1.7286592011761779,JIVE
Batch,1.7575538940266107,JIVE
Cluster,1.2924548177345694,JIVE
Batch,1.373648852708996,JIVE
Cluster,1.8917775012119449,JIVE
Batch,1.4208892366914048,JIVE
Cluster,1.5428607316611527,JIVE
Batch,1.7828478473135925,JIVE
Cluster,1.8335377211964305,JIVE
Batch,1.3389866522234828,JIVE
Cluster,1.7085807467263296,JIVE
Batch,1.9981623502979324,JIVE
Cluster,1.7725379098355107,JIVE
Batch,1.7321072115856524,JIVE
Cluster,1.9685602898440957,JIVE
Batch,1.7534207404809896,JIVE
Cluster,1.4913295308934775,JIVE
Batch,1.8715139186408367,JIVE
Cluster,1.4124482767039537,JIVE
Batch,1.9981097579584457,JIVE
Cluster,1.6103121036127523,JIVE
Batch,1.999667640136807,JIVE
Cluster,1.742781009302053,JIVE
Batch,1.4292199857298136,JIVE
Cluster,1.6673363868971627,JIVE
Batch,1.9133511805556664,JIVE
Cluster,1.5899779889397165,JIVE
Batch,1.3361371351266038,JIVE
Cluster,1.6387581382684255,JIVE
Batch,1.4219430449622623,JIVE
Cluster,1.8032553326885734,JIVE
Batch,1.6299546977378063,JIVE
Cluster,1.3181486040995234,JIVE
Batch,1.9796452094783867,JIVE
Cluster,1.8917811808928615,JIVE
Batch,1.6753050771328033,JIVE
Cluster,1.7319368746196484,JIVE
Batch,1.9227543912875147,JIVE
Cluster,1.5093975391669117,JIVE
Batch,1.6085313286313776,JIVE
Cluster,1.3522799982123446,JIVE
Batch,1.922912014870542,JIVE
Cluster,1.5368091046912362,JIVE
Batch,1.555217785188587,JIVE
Cluster,1.7166962484793993,JIVE
Batch,1.7768264730391672,JIVE
Cluster,1.8476802355026851,JIVE
Batch,1.690515697507538,JIVE
Cluster,1.4800494350613458,JIVE
Batch,1.8922425342775626,JIVE
Cluster,1.596790166632669,JIVE
Batch,1.328814683005295,JIVE
Cluster,1.5517812364401469,JIVE
Batch,1.7859412693211625,JIVE
Cluster,1.488730286232487,JIVE
Batch,1.6522193465530517,JIVE
Cluster,1.999508263403487,JIVE
Batch,1.652731656913944,JIVE
Cluster,1.9664756956221514,JIVE
Batch,1.643115351943405,JIVE
Cluster,1.801358372289609,JIVE
Batch,1.9182047746128403,JIVE
Cluster,1.504156889514069,JIVE
Batch,1.9946595363787059,JIVE
Cluster,1.4501606583607458,JIVE
Batch,1.898383370909853,JIVE
Cluster,1.7622818067609665,JIVE
Batch,1.6380445771196497,JIVE
Cluster,1.2164193664337608,JIVE
Batch,1.4007863196946564,JIVE
Cluster,1.8437621032420404,JIVE
Batch,1.9097705097699462,JIVE
Cluster,1.4187920432410568,JIVE
Batch,1.568800992337776,JIVE
Cluster,1.1886765119145744,JIVE
Batch,1.4651965365123754,JIVE
Cluster,1.7049950200269168,JIVE
Batch,1.9130343958631464,JIVE
Cluster,1.968606256272637,JIVE
Batch,1.9909553736308612,JIVE
Cluster,1.7792249842094756,JIVE
Batch,1.8927737239412035,JIVE
Cluster,1.9217067220869808,JIVE
Batch,1.7079078247081743,JIVE
Cluster,1.9993445637762088,JIVE
Batch,1.7822588334051366,JIVE
Cluster,1.8752002510815766,JIVE
Batch,1.6099446991067738,JIVE
Cluster,1.7456580053970645,JIVE
Batch,1.938292625562749,JIVE
Cluster,1.4218791291916064,JIVE
Batch,1.7657548997041608,JIVE
Cluster,1.4152362621511958,JIVE
Batch,1.6328324042645166,JIVE
Cluster,1.5661713125547005,JIVE
Batch,1.692124093066585,JIVE
Cluster,1.5124514544108743,JIVE
Batch,1.9304855231702889,JIVE
Cluster,1.3563087730013752,JIVE
Batch,1.9562865315948101,JIVE
Cluster,1.845258881610107,JIVE
Batch,1.9157446329409973,JIVE
Cluster,1.6067821288420694,JIVE
Batch,1.999172434058515,JIVE
Cluster,1.9936873519711844,JIVE
Batch,1.7407943209560268,JIVE
Cluster,1.2677870522956287,JIVE
Batch,1.9125181547669174,JIVE
Cluster,1.55813539046597,JIVE
Batch,1.8351214585347069,JIVE
Cluster,1.9455924742478603,JIVE
Batch,1.7246149364486885,JIVE
Cluster,1.6138688196312103,JIVE
Batch,1.9975441488988839,JIVE
Cluster,1.1824063517306846,JIVE
Batch,1.4676051647739166,JIVE
Cluster,1.9263122431342856,JIVE
Batch,1.9332662973204175,JIVE
Cluster,1.465089834221002,JIVE
Batch,1.8988001875234861,JIVE
Cluster,1.4100232673273008,JIVE
Batch,1.7007420794535475,JIVE
Cluster,1.9659171974820835,JIVE
Batch,1.6527065639887786,JIVE
Cluster,1.5529343293254312,JIVE
Batch,1.6067421007063667,JIVE
Cluster,1.4142936103425958,JIVE
Batch,1.4415243874730634,JIVE
Cluster,1.783554419688648,JIVE
Batch,1.773468223145032,JIVE
Cluster,1.438848349527673,JIVE
Batch,1.4111072738922525,JIVE
Cluster,1.5025091611287338,JIVE
Batch,1.5085606760129702,JIVE
Cluster,1.7729211028696432,JIVE
Batch,1.612333456961272,JIVE
Cluster,1.6640357174414562,JIVE
Batch,1.609786323214824,JIVE
Cluster,1.633975838880681,JIVE
Batch,1.7379694403291461,JIVE
Cluster,1.7754071418634505,JIVE
Batch,1.9369619200579107,JIVE
Cluster,1.4176625363563398,JIVE
Batch,1.9989979521764634,JIVE
Cluster,1.9843897940966317,JIVE
Batch,1.743331148655553,JIVE
Cluster,1.5832978617844509,JIVE
Batch,1.9957799735925676,JIVE
Cluster,1.4537617754381924,JIVE
Batch,1.7453441973377655,JIVE
Cluster,1.4519854825822835,JIVE
Batch,1.9591839975836614,JIVE
Cluster,1.5222452110998959,JIVE
Batch,1.9430008687048863,JIVE
Cluster,1.2359451039547615,JIVE
Batch,1.7367858214386767,JIVE
Cluster,1.920580821403766,JIVE
Batch,1.8145204515882765,JIVE
Cluster,1.375892849777095,JIVE
Batch,1.9999489201240377,JIVE
Cluster,1.933507981048708,JIVE
Batch,1.905401502944592,JIVE
Cluster,1.6567779591722365,JIVE
Batch,1.4099068949879114,JIVE
Cluster,1.688454748036635,JIVE
Batch,1.9070437545078507,JIVE
Cluster,1.8113020956210417,JIVE
Batch,1.50387353713133,JIVE
Cluster,1.4845916396044232,JIVE
Batch,1.9196129381527771,JIVE
Cluster,1.4259939533093076,JIVE
Batch,1.9081195457842284,JIVE
Cluster,1.3405630175825252,JIVE
Batch,1.6079347592489053,JIVE
Cluster,1.7147923672229075,JIVE
Batch,1.9851897192824408,JIVE
Cluster,1.9761109437086244,JIVE
Batch,1.7359045866952936,JIVE
Cluster,1.7407326175302005,JIVE
Batch,1.4219885788503897,JIVE
Cluster,1.8969215023578645,JIVE
Batch,1.5194609053451587,JIVE
Cluster,1.610741124953588,JIVE
Batch,1.6841899419959783,JIVE
Cluster,1.55452865333375,JIVE
Batch,1.7916219977209094,JIVE
Cluster,1.5146621683907056,JIVE
Batch,1.5127915782677759,JIVE
Cluster,1.3779208287721187,JIVE
Batch,1.9601843054256607,JIVE
Cluster,1.3784934769846722,JIVE
Batch,1.9753302361538294,JIVE
Cluster,1.8900888663798054,JIVE
Batch,1.9394716236134826,JIVE
Cluster,1.536005129899945,JIVE
Batch,1.9413422379897918,JIVE
Cluster,1.671155234185517,JIVE
Batch,1.7140809201646592,JIVE
Cluster,1.8651447243122965,JIVE
Batch,1.999145634520083,JIVE
Cluster,1.7835406022343323,JIVE
Batch,1.9658211412864346,JIVE
Cluster,1.926901242845063,JIVE
Batch,1.7158439199405533,JIVE
Cluster,1.302713388662092,JIVE
Batch,1.9242525008394196,JIVE
Cluster,1.4854089604999754,JIVE
Batch,1.9940863982047867,JIVE
Cluster,1.3439534455137072,JIVE
Batch,1.9926664121378985,JIVE
Cluster,1.6399953920017016,JIVE
Batch,1.6291034116080887,JIVE
Cluster,1.4775561048321895,JIVE
Batch,1.9895982953499713,JIVE
Cluster,1.7971163493331972,JIVE
Batch,1.9915952722627455,JIVE
Cluster,1.973391434536358,JIVE
Batch,1.5758699257152375,JIVE
Cluster,1.4703303386576343,JIVE
Batch,1.5453310865437073,JIVE
Cluster,1.9397537156118565,JIVE
Batch,1.6665957401578542,JIVE
Cluster,1.6763992981436069,JIVE
Batch,1.9570804496456053,JIVE
Cluster,1.9556502536428937,JIVE
Batch,1.5355342389317534,JIVE
Cluster,1.7832384019383765,JIVE
Batch,1.717371808026468,JIVE
Cluster,1.2280690435086348,JIVE
Batch,1.6459197153322507,JIVE
Cluster,1.4167136300090823,JIVE
Batch,1.928711977670822,JIVE
Cluster,1.8027573090440783,JIVE
Batch,1.7217498426256548,JIVE
Cluster,1.5684168184409069,JIVE
Batch,1.9763145106730595,JIVE
Cluster,1.4471106368071145,JIVE
Batch,1.5398031894691464,JIVE
Cluster,1.5145065257695132,JIVE
Batch,1.447295838520544,JIVE
Cluster,1.4470874440947623,JIVE
Batch,1.6723845817985281,JIVE
Cluster,1.3720208147626747,JIVE
Batch,1.7555450664038772,JIVE
Cluster,1.4094677362994754,JIVE
Batch,1.7613517478851184,JIVE
Cluster,1.8257305892354805,JIVE
Batch,1.4978867325237968,JIVE
Cluster,1.2625426011279572,JIVE
Batch,1.9204982127416896,JIVE
Cluster,1.556103774586518,JIVE
Batch,1.4509943785124095,JIVE
Cluster,1.7079933916767216,JIVE
Batch,1.6647518099800125,JIVE
Cluster,1.413921710718741,JIVE
Batch,1.9032681007944285,JIVE
Cluster,1.334457470223904,JIVE
Batch,1.6816019385131675,JIVE
Cluster,1.529079417146118,JIVE
Batch,1.3384578561941454,JIVE
Cluster,1.9266108739115333,JIVE
Batch,1.9734673396507119,JIVE
Cluster,1.2744207221744008,JIVE
Batch,1.87755367429569,JIVE
Cluster,1.2367140756099169,JIVE
Batch,1.909621825591238,JIVE
Cluster,1.4080460546069478,JIVE
Batch,1.918309010139225,JIVE
Cluster,1.3987811263901222,JIVE
Batch,1.891037696252726,JIVE
Cluster,1.5941890149739963,JIVE
Batch,1.9275244290786242,JIVE
Cluster,1.8042236350871597,JIVE
Batch,1.7805996864621574,JIVE
Cluster,1.767111533312769,JIVE
Batch,1.6387724846638725,JIVE
Cluster,1.6427017449846324,JIVE
Batch,1.9617535479590211,JIVE
Cluster,1.309008117150739,JIVE
Batch,1.9995933406067996,JIVE
Cluster,1.798961967166445,JIVE
Batch,1.9949018707775756,JIVE
Cluster,1.232362861146012,JIVE
Batch,1.5903081648054462,JIVE
Cluster,1.1815916470783554,JIVE
Batch,1.737190877007483,JIVE
Cluster,1.234589982306877,JIVE
Batch,1.9668810430372932,JIVE
Cluster,1.3143648691978067,JIVE
Batch,1.4472414754166019,JIVE
Cluster,1.3139103706967379,JIVE
Batch,1.5124027292626745,JIVE
Cluster,1.5125133410679195,JIVE
Batch,1.8140248416134341,JIVE
Cluster,1.599430716006718,JIVE
Batch,1.5462575463991106,JIVE
Cluster,1.8660062488771727,JIVE
Batch,1.9634973490435286,JIVE
Cluster,1.8935154223812853,JIVE
Batch,1.9973942061848717,JIVE
Cluster,1.3255740998662973,JIVE
Batch,1.965063789521737,JIVE
Cluster,1.3859248824413746,JIVE
Batch,1.5299647651311867,JIVE
Cluster,1.3504980564075115,JIVE
Batch,1.9911967496804936,JIVE
Cluster,1.3913352843386702,JIVE
Batch,1.866858338855741,JIVE
Cluster,1.9884031261509214,JIVE
Batch,1.9111799741173265,JIVE
Cluster,1.4446172254932177,JIVE
Batch,1.5315549186812387,JIVE
Cluster,1.9928844121134976,JIVE
Batch,1.9608405536156381,JIVE
Cluster,1.6598665195904232,JIVE
Batch,1.878275236661508,JIVE
Cluster,1.5877403080074333,JIVE
Batch,1.503711267491863,JIVE
Cluster,1.4372619531404516,JIVE
Batch,1.9411073506360437,JIVE
Cluster,1.890561963914418,JIVE
Batch,1.7080095193046392,JIVE
Cluster,1.5766765856714946,JIVE
Batch,1.6574838465449744,JIVE
Cluster,1.8599604299261419,JIVE
Batch,1.8305108887987271,JIVE
Cluster,1.5663730815011236,JIVE
Batch,1.6952279006750397,JIVE
Cluster,1.5491207413708146,JIVE
Batch,1.5283827310962748,JIVE
Cluster,1.1724840938477414,JIVE
Batch,1.4836640292605343,JIVE
Cluster,1.5363298598855355,JIVE
Batch,1.4531682511164017,JIVE
Cluster,1.2546656964390033,JIVE
Batch,1.4210919287923058,JIVE
Cluster,1.4643878644095065,JIVE
Batch,1.9953454827777155,JIVE
Cluster,1.7221320931035116,JIVE
Batch,1.9524710858605474,JIVE
Cluster,1.8327985827865592,JIVE
Batch,1.998565987506056,JIVE
Cluster,1.2231548671425154,JIVE
Batch,1.5918816598720267,JIVE
Cluster,1.2933676634691917,JIVE
Batch,1.6309536771179085,JIVE
Cluster,1.2837582896356219,JIVE
Batch,1.8114343472012933,JIVE
Cluster,1.9967919273373238,JIVE
Batch,1.565865303857794,JIVE
Cluster,1.2528811310515662,JIVE
Batch,1.6324313829019828,JIVE
Cluster,1.2865352079793966,JIVE
Batch,1.5712257363218618,JIVE
Cluster,1.9770398478228022,JIVE
Batch,1.414560943446125,JIVE
Cluster,1.4575048509524304,JIVE
Batch,1.9861375257338794,JIVE
Cluster,1.5117438421470324,JIVE
Batch,1.8905190905094222,JIVE
Cluster,1.613285621164002,JIVE
Batch,1.9331135981706347,JIVE
Cluster,1.8829432559510333,JIVE
Batch,1.9617302080989287,JIVE
Cluster,1.1937094108958901,JIVE
Batch,1.9561342227525726,JIVE
Cluster,1.9632666618805563,JIVE
Batch,1.618678969413963,JIVE
Cluster,1.7453402936078255,JIVE
Batch,1.622609917815508,JIVE
Cluster,1.5576087524981914,JIVE
Batch,1.870106829745195,JIVE
Cluster,1.5152043771204555,JIVE
Batch,1.9839663478608485,JIVE
Cluster,1.5526833050338649,JIVE
Batch,1.7231311900960415,JIVE
Cluster,1.2235156166170202,JIVE
Batch,1.7630016710969478,JIVE
Cluster,1.817628756841683,JIVE
Batch,1.4081461015234396,JIVE
Cluster,1.61128002506446,JIVE
Batch,1.9139133388414054,JIVE
Cluster,1.7572939571671005,JIVE
Batch,1.8545468975898054,JIVE
Cluster,1.4930266455037886,JIVE
Batch,1.926362506167995,JIVE
Cluster,1.3014874084682844,JIVE
