Method,sample_size,median_rr
JIVE,0.05,0.9037433155080213
JIVE,0.1,0.9197860962566845
JIVE,0.15000000000000002,0.9251336898395722
JIVE,0.2,0.9197860962566845
JIVE,0.25,0.9197860962566845
