Method,Label,Mean
Seurat,Batch,0.008850226466717142
Seurat,Batch,0.008019270181784142
Seurat,Batch,0.008917091075959588
Seurat,Batch,0.008219239299574837
Seurat,Batch,0.00962134109439031
Seurat,Batch,0.009579792388353778
Seurat,Batch,0.010673776254945257
Seurat,Batch,0.010078938354906145
Seurat,Batch,0.008814219562838415
Seurat,Batch,0.009475611940763424
Seurat,Batch,0.008983192806152717
Seurat,Batch,0.009448248434863341
Seurat,Batch,0.008607297857068343
Seurat,Batch,0.009099704493502524
Seurat,Batch,0.008454116738896969
Seurat,Batch,0.008003766581562027
Seurat,Batch,0.008919432208168406
Seurat,Batch,0.009890391366910271
Seurat,Batch,0.009641903185666184
Seurat,Batch,0.009064858948268799
Seurat,Cluster,0.04946646428305539
Seurat,Cluster,0.04833586681625248
Seurat,Cluster,0.05220882986202979
Seurat,Cluster,0.04996446057771714
Seurat,Cluster,0.04878770502368887
Seurat,Cluster,0.052985859338393816
Seurat,Cluster,0.049839663052814676
Seurat,Cluster,0.055243788169160396
Seurat,Cluster,0.04903832846740777
Seurat,Cluster,0.05658451731227761
Seurat,Cluster,0.04933111165561695
Seurat,Cluster,0.05226395381946546
Seurat,Cluster,0.050644600937024935
Seurat,Cluster,0.05236405630350104
Seurat,Cluster,0.051085093663950414
Seurat,Cluster,0.04732738238873387
Seurat,Cluster,0.055193514726363906
Seurat,Cluster,0.05380078450619637
Seurat,Cluster,0.05045106682745198
Seurat,Cluster,0.04963633267060305
