Method,sample_size,median_rr
Harmony,0.05,0.8342245989304813
Harmony,0.1,0.8770053475935828
Harmony,0.15000000000000002,0.8850267379679144
Harmony,0.2,0.8823529411764706
Harmony,0.25,0.8823529411764706
