Method,sample_size,median_rr
Seurat,0.05,0.5668449197860963
Seurat,0.1,0.5935828877005348
Seurat,0.15000000000000002,0.5882352941176471
Seurat,0.2,0.6042780748663101
Seurat,0.25,0.6149732620320856
