Method,sample_size,median_rr
Harmony,0.05,0.5354330708661418
Harmony,0.1,0.5531496062992126
Harmony,0.15000000000000002,0.5078740157480315
Harmony,0.2,0.484251968503937
Harmony,0.25,0.4645669291338583
